Unnamed: 0,headline,url,publisher,date,stock,Sentiment_DecisionTreeClassifier,Sentiment_finbert,Sentiment_LogisticRegression,Sentiment_KNeighborsClassifier,Sentiment_MultinomialNB,Sentiment_SGDClassifier,Sentiment_GradientBoostingClassifier,Sentiment_XGBClassifier,Sentiment_RandomForestClassifier,Sentiment_VADER
850726,update five companies chosen for vaccine finalist are moderna johnson johnson merck pfizer and astrazeneca,https://www.benzinga.com/news/20/06/16171726/update-five-companies-chosen-for-vaccine-finalist-are-moderna-johnson-johnson-merck-pfizer-and-astra,Benzinga Newsdesk,2020-06-03 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.5
850727,pharma large and midcaps race against covid,https://www.benzinga.com/markets/20/06/16161758/pharma-large-and-mid-caps-race-against-covid-19,IAM Newswire,2020-06-02 00:00:00,MRK,1,1,1,1,1,1,1,1,1,0.5
850728,attention biotech investors mark your calendar for june pdufa dates,https://www.benzinga.com/general/biotech/20/06/16135090/attention-biotech-investors-mark-your-calendar-for-june-pdufa-dates,Shanthi Rexaline,2020-06-01 00:00:00,MRK,1,2,0,1,0,0,1,1,1,0.5
850729,new ebola epidemic in northwest dr congo health ministry afp,https://www.benzinga.com/general/biotech/20/06/16149216/new-ebola-epidemic-in-northwest-dr-congo-health-ministry-afp,Benzinga Newsdesk,2020-06-01 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.5
850730,merck and astrazenecas lynparza receives a positive opinion from the european medicines agency,https://www.benzinga.com/news/20/06/16147505/merck-and-astrazenecas-lynparza-receives-a-positive-opinion-from-the-european-medicines-agency,Luke J Jacobi,2020-06-01 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.7787
850731,astrazeneca announces lynparza recommended for approval in eu by chmp for brcamutated metastatic pancreatic cancer,https://www.benzinga.com/news/20/06/16147105/astrazeneca-announces-lynparza-recommended-for-approval-in-eu-by-chmp-for-brca-mutated-metastatic-pa,Charles Gross,2020-06-01 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.436
850732,the week ahead in biotech asco menlo and merck fda decisions ipos in the spotlight,https://www.benzinga.com/general/biotech/20/05/16140357/the-week-ahead-in-biotech-asco-menlo-and-merck-fda-decisions-ipos-in-the-spotlight,Shanthi Rexaline,2020-05-30 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.5
850733,merck yesterday announced keytruda plus lenvima combination demonstrated clinically meaningful tumor response rates in unresectable hepatocellular carcinoma and advanced renal cell carcinoma,https://www.benzinga.com/general/biotech/20/05/16138224/merck-yesterday-announced-keytruda-plus-lenvima-combination-demonstrated-clinically-meaningful-tu,Benzinga Newsdesk,2020-05-29 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.58895
850734,the daily biotech pulse asco presentations begin altimmune pops on insider buying immutep gets rd grant,https://www.benzinga.com/general/biotech/20/05/16136395/the-daily-biotech-pulse-asco-presentations-begin-altimmune-pops-on-insider-buying-immutep-gets-r-,Shanthi Rexaline,2020-05-29 00:00:00,MRK,1,2,1,1,0,1,1,1,1,0.6806
850735,cramer shares his thoughts on teva oxford industries and more,https://www.benzinga.com/media/20/05/16135751/cramer-shares-his-thoughts-on-teva-oxford-industries-and-more,Craig Jones,2020-05-29 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.648
850736,mercks keytruda pembrolizumab superior to standard of care chemotherapy in patients with msih colorectal cancer,https://www.benzinga.com/general/biotech/20/05/16133066/mercks-keytruda-pembrolizumab-superior-to-standard-of-care-chemotherapy-in-patients-with-msi-h-co,Benzinga Newsdesk,2020-05-28 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.6591
850737,merck ceo cant give a timeline or date for covid approval,https://www.benzinga.com/news/20/05/16110822/merck-ceo-cant-give-a-timeline-or-date-for-covid-19-approval,Benzinga Newsdesk,2020-05-26 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.7383500000000001
850738,merck ceo ken frazier to appear on cnbc,https://www.benzinga.com/news/20/05/16110346/merck-ceo-ken-frazier-to-appear-on-cnbc,Benzinga Newsdesk,2020-05-26 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.5
850739,merck chief casts doubt on coronavirus vaccine timeframe financial times,https://www.benzinga.com/news/20/05/16107402/merck-chief-casts-doubt-on-coronavirus-vaccine-timeframe-financial-times,Benzinga Newsdesk,2020-05-26 00:00:00,MRK,1,2,1,1,1,0,1,1,1,0.3194
850740,mercks coronavirus plan of attack partnerships ma deal aimed at treatment vaccine development,https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16105423/mercks-coronavirus-plan-of-attack-2-partnerships-m-a-deal-aimed-at-treatment-vaccin,Shanthi Rexaline,2020-05-26 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.26165
850741,benzinga pros top stocks to watch for tues may nvax ewj sny soxx mrk,https://www.benzinga.com/pre-market-outlook/20/05/16105068/benzinga-pros-top-5-stocks-to-watch-for-tues-may-26-2020-nvax-ewj-sny-soxx-mrk,Benzinga Newsdesk,2020-05-26 00:00:00,MRK,1,2,0,1,0,0,1,1,1,0.60115
850742,merck to acquire vaccine company themis bioscience also announces collaboration with iavi for coronavirus vaccine and collaboration with ridgeback bio for coronavirus antiviral candidate,https://www.benzinga.com/general/biotech/20/05/16104018/merck-to-acquire-vaccine-company-themis-bioscience-also-announces-collaboration-with-iavi-for-cor,Benzinga Newsdesk,2020-05-26 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.5
850743,the week ahead in biotech asco presentations in the spotlight,https://www.benzinga.com/general/biotech/20/05/16097022/the-week-ahead-in-biotech-asco-presentations-in-the-spotlight,Shanthi Rexaline,2020-05-24 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.5
850744,us health official says vaccines from jj sanofi merck may be added this summer as they complete phase safety studies,https://www.benzinga.com/general/biotech/20/05/16096380/us-health-official-says-vaccines-from-j-j-sanofi-merck-may-be-added-this-summer-as-they-complete-,Benzinga Newsdesk,2020-05-22 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.79295
850745,us says will test experimental coronavirus vaccines in people health official says oxford vaccine may be tested side by side with modernas starting in july,https://www.benzinga.com/general/biotech/20/05/16096378/us-says-will-test-experimental-coronavirus-vaccines-in-100-000-people-health-official-says-oxford,Benzinga Newsdesk,2020-05-22 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.5
850746, biggest movers from yesterday,https://www.benzinga.com/news/20/05/16092291/64-biggest-movers-from-yesterday,Lisa Levin,2020-05-22 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.5
850747,midafternoon market update dow falls points l brands shares spike higher,https://www.benzinga.com/news/earnings/20/05/16087959/mid-afternoon-market-update-dow-falls-50-points-l-brands-shares-spike-higher,Lisa Levin,2020-05-21 00:00:00,MRK,1,0,1,1,1,0,1,1,1,0.648
850748, stocks moving in thursdays midday session,https://www.benzinga.com/news/20/05/16087446/51-stocks-moving-in-thursdays-mid-day-session,Lisa Levin,2020-05-21 00:00:00,MRK,1,2,0,1,0,0,1,1,1,0.5
850749,midday market update crude oil rises over aurora cannabis shares jump,https://www.benzinga.com/news/earnings/20/05/16086911/mid-day-market-update-crude-oil-rises-over-1-aurora-cannabis-shares-jump,Lisa Levin,2020-05-21 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.3194
850750,midmorning market update markets mixed best buy tops q expectations,https://www.benzinga.com/news/earnings/20/05/16085659/mid-morning-market-update-markets-mixed-best-buy-tops-q1-expectations,Lisa Levin,2020-05-21 00:00:00,MRK,1,1,1,1,1,1,1,1,1,0.9088
850751,the daily biotech pulse mixed filgotinib readout for gileadgalapagos akorn to file for chapter dday for aquestive,https://www.benzinga.com/general/biotech/20/05/16083034/the-daily-biotech-pulse-mixed-filgotinib-readout-for-gilead-galapagos-akorn-to-file-for-chapter-1,Shanthi Rexaline,2020-05-21 00:00:00,MRK,1,2,1,1,0,1,1,1,1,0.5
850752,midafternoon market update crude oil up surface oncology shares spike higher,https://www.benzinga.com/news/earnings/20/05/16078688/mid-afternoon-market-update-crude-oil-up-5-surface-oncology-shares-spike-higher,Lisa Levin,2020-05-20 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.3194
850753,why surface oncologys stock is surging higher,https://www.benzinga.com/general/biotech/20/05/16076354/why-surface-oncologys-stock-is-surging-higher,Shanthi Rexaline,2020-05-20 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.5
850754,checkpoint therapeutics ceo on tapping into a billion cancer treatment market,https://www.benzinga.com/general/biotech/20/05/16074435/checkpoint-therapeutics-ceo-on-tapping-into-a-25-billion-cancer-treatment-market,Chris Dier-Scalise,2020-05-20 00:00:00,MRK,1,2,1,1,1,0,1,1,1,0.17015000000000002
850755,the daily biotech pulse aldeyra jumps into covid drug fray fda nod for myriads companion diagnostic test,https://www.benzinga.com/general/biotech/20/05/16073679/the-daily-biotech-pulse-aldeyra-jumps-into-covid-19-drug-fray-fda-nod-for-myriads-companion-diagn,Shanthi Rexaline,2020-05-20 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.5
850756,astrazeneca and merck announce lynparza approved by fda for treatment of hrr genemutated metastatic castrationresistant prostate cancer that has progressed following prior treatment with enzalutamide or abiraterone,https://www.benzinga.com/general/biotech/20/05/16073155/astrazeneca-and-merck-announce-lynparza-approved-by-fda-for-treatment-of-hrr-gene-mutated-metasta,Benzinga Newsdesk,2020-05-20 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.30910000000000004
850757,astrazeneca says lynparza approved in the us for prostate cancer,https://www.benzinga.com/news/20/05/16072674/astrazeneca-says-lynparza-approved-in-the-u-s-for-prostate-cancer,Benzinga Newsdesk,2020-05-20 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.30910000000000004
850758,telemedicine a covid winner,https://www.benzinga.com/markets/20/05/16066297/telemedicine-a-covid-19-winner,IAM Newswire,2020-05-19 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.79295
850759,merck and upmc announces infectious disease connect has combined mercks ilúm health solutions to advance precision treatment of infectious diseases and antimicrobial stewardship ,https://www.benzinga.com/general/health-care/20/05/16062744/merck-and-upmc-announces-infectious-disease-connect-has-combined-mercks-il-m-health-solutions,Benzinga Newsdesk,2020-05-19 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.58895
850760,merck reports keytruda plus chemo showed statistically significant improvement in progressionfree survival vs chemo in certain patients with metastatic triplenegative breast cancer,https://www.benzinga.com/news/20/05/16026992/merck-reports-keytruda-plus-chemo-showed-statistically-significant-improvement-in-progression-free-s,Benzinga Newsdesk,2020-05-13 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.5640000000000001
850761,merck reports keytruda superior to brentuximab vedotin in patients with classical hodgkin lymphoma in headtohead phase trial,https://www.benzinga.com/news/20/05/16026982/merck-reports-keytruda-superior-to-brentuximab-vedotin-in-patients-with-classical-hodgkin-lymphoma-i,Benzinga Newsdesk,2020-05-13 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.77115
850762,merck reports new combo data for keytruda showed benefit in stage nonsmall cell lung cancer,https://www.benzinga.com/news/20/05/16026967/merck-reports-new-combo-data-for-keytruda-showed-benefit-in-stage-3-non-small-cell-lung-cancer,Benzinga Newsdesk,2020-05-13 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.32999999999999996
850763,merck reports novel hifa inhibitor showed objective response rate of nearly in patients with von hippellindau diseaseassociated clear cell renal cell carcinoma,https://www.benzinga.com/news/20/05/16026936/merck-reports-novel-hif-2a-inhibitor-showed-objective-response-rate-of-nearly-30-in-patients-with-vo,Benzinga Newsdesk,2020-05-13 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.7787
850764,abbvies potential is underappreciated says morgan stanley analyst,https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16022153/abbvies-potential-is-underappreciated-says-morgan-stanley-analyst,Shanthi Rexaline,2020-05-13 00:00:00,MRK,1,1,1,1,1,1,1,1,1,0.5
850765,the daily biotech pulse gilead signs manufacturing deal for remdesivir bristolmyers gets refusetofile letter,https://www.benzinga.com/general/biotech/20/05/16019554/the-daily-biotech-pulse-gilead-signs-manufacturing-deal-for-remdesivir-bristol-myers-gets-refuse-,Shanthi Rexaline,2020-05-13 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.5
850766,merck animal health to acquire us rights to sentinel brand of combination parasiticides for companion animals for m in cash,https://www.benzinga.com/m-a/20/05/16018885/merck-animal-health-to-acquire-u-s-rights-to-sentinel-brand-of-combination-parasiticides-for-compani,Charles Gross,2020-05-13 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.5
850767,update cocrystal says collaboration with merck for discovery development of certain proprietary flu ab antiviral agents ongoing,https://www.benzinga.com/news/20/05/15999348/update-cocrystal-says-collaboration-with-merck-for-discovery-development-of-certain-proprietary-flu,Benzinga Newsdesk,2020-05-11 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.436
850768,astrazeneca and merck announce lynparza approved in us as stline maintenance treatment with bevacizumab for hrdpositive advanced ovarian cancer,https://www.benzinga.com/general/biotech/20/05/15998340/astrazeneca-and-merck-announce-lynparza-approved-in-us-as-1st-line-maintenance-treatment-with-bev,Benzinga Newsdesk,2020-05-11 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.42345
850769,astrazeneca announces lynparza approved in the us as stline maintenance treatment with bevacizumab for hedpositive advanced ovarian cancer,https://www.benzinga.com/news/20/05/15997357/astrazeneca-announces-lynparza-approved-in-the-u-s-as-1st-line-maintenance-treatment-with-bevacizuma,Charles Gross,2020-05-11 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.42345
850770, biopharmas where bofa would put its money to work,https://www.benzinga.com/analyst-ratings/analyst-color/20/05/15989612/5-biopharmas-where-bofa-would-put-its-money-to-work,Shanthi Rexaline,2020-05-08 00:00:00,MRK,1,2,0,1,0,0,1,1,1,0.5
850771,merck announces recarbrio demonstrated noninferiority compared to piperacillin and tazobactam in primary and key secondary endpoints,https://www.benzinga.com/general/biotech/20/05/15964448/merck-announces-recarbrio-demonstrated-noninferiority-compared-to-piperacillin-and-tazobactam-in-,Benzinga Newsdesk,2020-05-06 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.5
850772,why shares of gene therapy company genprex are surging higher,https://www.benzinga.com/general/biotech/20/05/15957202/why-are-shares-of-gene-therapy-company-genprex-are-surging-higher,Shanthi Rexaline,2020-05-05 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.648
850773,attention biotech investors mark your calendar for these may pdufa dates,https://www.benzinga.com/general/biotech/20/05/15891850/attention-biotech-investors-mark-your-calendar-for-these-may-pdufa-dates,Shanthi Rexaline,2020-05-03 00:00:00,MRK,1,2,0,1,0,0,1,1,1,0.5
850774,the week ahead in biotech smidcap earnings news flow picks up pace,https://www.benzinga.com/general/biotech/20/05/15926105/the-week-ahead-in-biotech-smid-cap-earnings-news-flow-picks-up-pace,Shanthi Rexaline,2020-05-03 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.5
850775,servicenow ceo bill mcdermott says company hungry and humble with b ambitions,https://www.benzinga.com/news/earnings/20/04/15916996/servicenow-ceo-bill-mcdermott-says-company-hungry-and-humble-with-10b-ambitions,Shivdeep Dhaliwal,2020-04-30 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.5
850776,guggenheim maintains buy on merck co lowers price target to ,https://www.benzinga.com/news/20/04/15911306/guggenheim-maintains-buy-on-merck-co-lowers-price-target-to-93,Vick Meyer,2020-04-29 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.436
850777,barclays maintains overweight on merck co lowers price target to ,https://www.benzinga.com/news/20/04/15909139/barclays-maintains-overweight-on-merck-co-lowers-price-target-to-90,vishwanath@benzinga.com,2020-04-29 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.2706
850778,merck analysts focus on fundamentals keytruda strength following guidance cut,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15907712/merck-analysts-focus-on-fundamentals-keytruda-strength-following-guidance-cut,Shanthi Rexaline,2020-04-29 00:00:00,MRK,1,2,0,1,1,0,0,0,0,0.6366
850779,the daily biotech pulse inovios mers vaccine data fast track designation for erytech fda approves higher dose of mercks keytruda,https://www.benzinga.com/general/biotech/20/04/15905401/the-daily-biotech-pulse-inovios-mers-vaccine-data-fast-track-designation-for-erytech-fda-approves,Shanthi Rexaline,2020-04-29 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.70095
850780,svb leerink maintains outperform on merck co lowers price target to ,https://www.benzinga.com/news/20/04/15904495/svb-leerink-maintains-outperform-on-merck-co-lowers-price-target-to-95,vishwanath@benzinga.com,2020-04-29 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.436
850781,fda approves mercks keytruda for use at an additional recommended dose of mg every six weeks for all approved adult indications,https://www.benzinga.com/general/biotech/20/04/15901479/fda-approves-mercks-keytruda-for-use-at-an-additional-recommended-dose-of-400-mg-every-six-weeks-,Benzinga Newsdesk,2020-04-28 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.8714999999999999
850782,a cure for the common earnings play,https://www.benzinga.com/news/earnings/20/04/15891787/a-cure-for-the-common-earnings-play,ETF Professor,2020-04-28 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.67
850783,morning market stats in minutes,https://www.benzinga.com/intraday-update/20/04/15895851/morning-market-stats-in-5-minutes,Benzinga Insights,2020-04-28 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.5
850784,earnings feast bring a plate with healthcare and caterpillar in morning googl and amd later,https://www.benzinga.com/news/earnings/20/04/15896240/earnings-feast-bring-a-plate-with-healthcare-and-caterpillar-in-morning-googl-and-amd-later,JJ Kinahan,2020-04-28 00:00:00,MRK,1,2,1,0,1,1,1,1,1,0.5
850785,merck shares are trading lower after the company issued fy guidance below consensus estimates,https://www.benzinga.com/wiim/20/04/15894789/merck-shares-are-trading-lower-after-the-company-issued-fy20-guidance-below-consensus-estimates,Benzinga Newsdesk,2020-04-28 00:00:00,MRK,0,1,0,0,0,0,0,0,0,0.5
850786,the daily biotech pulse pfizer earnings roches spinal muscular dystrophy treatment moderna covid vaccine update,https://www.benzinga.com/general/biotech/20/04/15893205/the-daily-biotech-pulse-pfizer-earnings-roches-spinal-muscular-dystrophy-treatment-moderna-covid-,Shanthi Rexaline,2020-04-28 00:00:00,MRK,1,2,1,1,1,0,1,1,1,0.5
850787,merck sees fy eps vs est sales bb vs b est,https://www.benzinga.com/news/20/04/15893150/merck-sees-fy20-eps-5-17-5-37-vs-5-56-est-sales-46-1b-48-1b-vs-48-72b-est,Benzinga Newsdesk,2020-04-28 00:00:00,MRK,1,0,1,1,0,1,1,1,1,0.5
850788,merck co q adj eps beats estimate sales b beat b estimate,https://www.benzinga.com/news/earnings/20/04/15893146/merck-co-q1-adj-eps-1-500-beats-1-340-estimate-sales-12-100b-beat-11-460b-estimate,Benzinga Newsdesk,2020-04-28 00:00:00,MRK,1,2,0,1,0,0,1,1,1,0.5
850789,earnings scheduled for april ,https://www.benzinga.com/news/earnings/20/04/15892498/earnings-scheduled-for-april-28-2020,Lisa Levin,2020-04-28 00:00:00,MRK,1,2,0,1,1,0,1,1,1,0.5
850790,apple and amazon earnings fed meeting among highlights in busy week ahead,https://www.benzinga.com/news/earnings/20/04/15884587/apple-and-amazon-earnings-fed-meeting-among-highlights-in-busy-week-ahead,JJ Kinahan,2020-04-27 00:00:00,MRK,1,2,1,0,1,1,1,1,1,0.58895
850791,merck and institute for systems biology collaborate to define molecular mechanisms of sarscov infection and identify potential prognostic biomarkers for coronavirus,https://www.benzinga.com/news/20/04/15882548/merck-and-institute-for-systems-biology-collaborate-to-define-molecular-mechanisms-of-sars-cov-2-inf,Benzinga Newsdesk,2020-04-27 00:00:00,MRK,1,2,1,1,0,1,1,1,1,0.5
850792,lynparza demonstrated overall survival benefit in phase iii profound trial for brca or atmmutated metastatic castrationresistant prostate cancer,https://www.benzinga.com/news/20/04/15881959/lynparza-demonstrated-overall-survival-benefit-in-phase-iii-profound-trial-for-brca12-or-atm-mutated,Charles Gross,2020-04-27 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.32999999999999996
850793,the week ahead in biotech april may cancer conference earnings news flow in the spotlight,https://www.benzinga.com/general/biotech/20/04/15877610/the-week-ahead-in-biotech-april-26-may-2-cancer-conference-earnings-news-flow-in-the-spotlight,Shanthi Rexaline,2020-04-26 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.17015000000000002
850794,astrazeneca merck announce lynparza demonstrated overall survival benefit in phase iii profound trial for brca or atmmutated metastatic castrationresistant prostate cancer,https://www.benzinga.com/news/20/04/15872479/astrazeneca-announces-lynparza-demonstrated-overall-survival-benefit-in-phase-iii-profound-trial-for,Charles Gross,2020-04-24 00:00:00,MRK,1,0,1,0,1,0,1,1,1,0.32999999999999996
850795,shares of several healthcare companies are trading higher movement appears marketrelated as equities gain amid a rebound in oil prices,https://www.benzinga.com/wiim/20/04/15866991/shares-of-several-healthcare-companies-are-trading-higher-movement-appears-market-related-as-equitie,Benzinga Newsdesk,2020-04-23 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.8404
850796,merck reports resubmission of supplemental biologics license applications for keytruda week dosing schedule,https://www.benzinga.com/news/20/04/15863495/merck-reports-resubmission-of-supplemental-biologics-license-applications-for-keytruda-6-week-dosing,Benzinga Newsdesk,2020-04-23 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.5
850797,shares of several healthcare companies are trading lower with the overall market on continued downward momentum after oil prices fell to historic lows partially stemming from weak demand caused by the coronavirus pandemic,https://www.benzinga.com/wiim/20/04/15849176/shares-of-several-healthcare-companies-are-trading-lower-with-the-overall-market-on-continued-downwa,Benzinga Newsdesk,2020-04-21 00:00:00,MRK,0,1,0,1,0,0,0,0,0,0.18155
850798,merck broadens patient support and assistance programs as part of overall covid relief efforts,https://www.benzinga.com/general/health-care/20/04/15846003/merck-broadens-patient-support-and-assistance-programs-as-part-of-overall-covid-19-relief-eff,Benzinga Newsdesk,2020-04-21 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.85015
850799,cue biopharma announces clinical trial collaboration agreement with merck to evaluate cue in combination with keytruda as firstline treatment for hpv recurrentmetastatic head and neck cancer,https://www.benzinga.com/general/biotech/20/04/15838565/cue-biopharma-announces-clinical-trial-collaboration-agreement-with-merck-to-evaluate-cue-101-in-,Benzinga Newsdesk,2020-04-20 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.352
850800,barrons picks and pans dropbox ford johnson johnson teladoc and more,https://www.benzinga.com/media/20/04/15836229/barrons-picks-and-pans-dropbox-ford-johnson-johnson-teladoc-and-more,Nelson Hem,2020-04-19 00:00:00,MRK,1,2,1,1,0,1,1,1,1,0.5
850801,gileads encouraging remdesivir data rapid reaction on the stock,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15825027/gileads-encouraging-remdesivir-data-rapid-reaction-on-the-stock,Jayson Derrick,2020-04-16 00:00:00,MRK,1,0,1,1,1,1,1,1,1,0.76335
850802,sp futures up after hours many other stocks moving higher with futures investors reacting favorably to white phase guidelines on reopening economy,https://www.benzinga.com/news/20/04/15824869/s-p-500-futures-up-3-2-after-hours-many-other-stocks-moving-higher-with-futures-investors-reacting-f,Benzinga Newsdesk,2020-04-16 00:00:00,MRK,1,0,1,1,0,1,1,1,1,0.6909
850803,next days will be most critical period for us says alan lancz who predicted and crises,https://www.benzinga.com/news/20/04/15815752/next-45-days-will-be-most-critical-period-for-us-says-alan-lancz-who-predicted-1987-and-2008-crises,Shivdeep Dhaliwal,2020-04-16 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.30979999999999996
850804,every member of trumps great american economic revival industry groups,https://www.benzinga.com/news/20/04/15808727/every-member-of-trumps-great-american-economic-revival-industry-groups,Tanzeel Akhtar,2020-04-15 00:00:00,MRK,1,2,1,1,1,1,1,1,1,0.81245
