Unnamed: 0,headline,url,publisher,date,stock,Sentiment_DecisionTreeClassifier,Sentiment_finbert,Sentiment_LogisticRegression,Sentiment_KNeighborsClassifier,Sentiment_MultinomialNB,Sentiment_SGDClassifier,Sentiment_GradientBoostingClassifier,Sentiment_XGBClassifier,Sentiment_RandomForestClassifier,Sentiment_VADER
131093,midmorning market update markets fall alibaba earnings beat estimates,https://www.benzinga.com/news/earnings/20/05/16094469/mid-morning-market-update-markets-fall-alibaba-earnings-beat-estimates,Lisa Levin,2020-05-22 00:00:00,BABA,0,1,0,1,0,0,0,0,0,0.5
131094,alibaba ends the retail week by beating estimates,https://www.benzinga.com/news/earnings/20/05/16093893/alibaba-ends-the-retail-week-by-beating-estimates,IAM Newswire,2020-05-22 00:00:00,BABA,1,0,1,1,1,1,1,1,1,0.2706
131095,alibaba group shares are trading lower after the company reported q earnings results,https://www.benzinga.com/wiim/20/05/16093576/alibaba-group-shares-are-trading-lower-after-the-company-reported-q4-earnings-results,Benzinga Newsdesk,2020-05-22 00:00:00,BABA,0,1,0,0,0,0,0,0,0,0.5
131096,alibaba reports q earnings beat,https://www.benzinga.com/news/earnings/20/05/16092886/alibaba-reports-q4-earnings-beat,Tanzeel Akhtar,2020-05-22 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.5
131097,alibaba says in march its china retail marketplace had m mobile maus,https://www.benzinga.com/news/20/05/16092809/alibaba-says-in-march-2020-its-china-retail-marketplace-had-846m-maus,Benzinga Newsdesk,2020-05-22 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.5
131098,alibaba group holding q adj eps beats estimate sales b beat b estimate,https://www.benzinga.com/news/earnings/20/05/16092791/alibaba-group-holding-q4-adj-eps-1-300-beats-0-870-estimate-sales-16-144b-beat-15-200b-estimate,Benzinga Newsdesk,2020-05-22 00:00:00,BABA,1,2,1,1,0,0,1,1,1,0.5
131099,a peek into the markets us stock futures down ahead of threeday weekend,https://www.benzinga.com/news/earnings/20/05/16092377/a-peek-into-the-markets-us-stock-futures-down-ahead-of-three-day-weekend,Lisa Levin,2020-05-22 00:00:00,BABA,1,1,1,1,1,1,1,1,1,0.5
131100, stocks to watch for may ,https://www.benzinga.com/news/earnings/20/05/16092223/7-stocks-to-watch-for-may-22-2020,Lisa Levin,2020-05-22 00:00:00,BABA,1,2,0,1,0,0,1,1,1,0.5
131101,earnings scheduled for may ,https://www.benzinga.com/news/earnings/20/05/16092183/earnings-scheduled-for-may-22-2020,Lisa Levin,2020-05-22 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.5
131102,update ju says as us becomes more hostile to chinese adrs many chinese tech companies are preparing for second listings in hong kong to against the risks from increasing uschina tensions thinks impact on largecap chinese cos is limited,https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16086980/update-ju-says-as-us-becomes-more-hostile-to-chinese-adrs-many-chinese-tech-compani,Benzinga Newsdesk,2020-05-21 00:00:00,BABA,1,1,1,1,1,1,1,1,1,0.08894999999999997
131103,tigress financial analyst aaron ju on senate bill for delisting chinese stocks notes aggregate listed chinese adr mkt cap is t and us investors hold of ownership says would take days for investors to fully liquidate positions,https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16086979/tigress-financial-analyst-aaron-ju-on-senate-bill-for-delisting-chinese-stocks-note,Benzinga Newsdesk,2020-05-21 00:00:00,BABA,1,1,1,0,1,1,1,1,1,0.5
131104,shares of several chinese companies are trading lower after the us senate passed a bill that would require foreign companies to certify they are not controlled by their government which could delist some chinese firms,https://www.benzinga.com/wiim/20/05/16084247/shares-of-several-chinese-companies-are-trading-lower-after-the-us-senate-passed-a-bill-that-would-r,Benzinga Newsdesk,2020-05-21 00:00:00,BABA,0,1,0,1,1,1,0,0,0,0.5
131105,china delisting bill could put these geared etfs into gear,https://www.benzinga.com/trading-ideas/long-ideas/20/05/16081776/china-delisting-bill-could-put-these-geared-etfs-into-gear,ETF Professor,2020-05-21 00:00:00,BABA,1,1,1,1,1,1,1,1,1,0.5
131106,bofa downgrades pinduoduo on monetization concerns,https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16075852/bofa-downgrades-pinduoduo-on-monetization-concerns,Priya Nigam,2020-05-20 00:00:00,BABA,1,1,0,1,0,0,1,1,1,0.5
131107,us senate passes new regulations for chinese companies alibaba others trade down,https://www.benzinga.com/government/20/05/16077893/us-senate-passes-new-regulations-for-chinese-companies-alibaba-others-trade-down,Tanzeel Akhtar,2020-05-20 00:00:00,BABA,1,0,1,1,1,1,1,1,1,0.5
131108,senate may vote on bill that could delist chinese companies from us stock exchanges yesterday marketwatch report,https://www.benzinga.com/news/20/05/16077142/senate-may-vote-on-bill-that-could-delist-chinese-companies-from-u-s-stock-exchanges-yesterday-marke,Benzinga Newsdesk,2020-05-20 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.5
131109,benzinga pros top stocks to watch for wednesday may baba spot nvda sgbx jd,https://www.benzinga.com/pre-market-outlook/20/05/16073789/benzinga-pros-top-5-stocks-to-watch-for-wednesday-may-20-2020-baba-spot-nvda-sgbx-jd,Benzinga Newsdesk,2020-05-20 00:00:00,BABA,1,2,0,1,0,1,1,1,1,0.60115
131110,alibaba invests b in ai and internet of things systems for its smart speakers,https://www.benzinga.com/news/20/05/16072461/alibaba-invests-1-4b-in-ai-and-internet-of-things-systems-for-its-smart-speakers,Shivdeep Dhaliwal,2020-05-20 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.70095
131111,heres how much investing in the alibaba ipo would be worth today,https://www.benzinga.com/general/education/20/05/16067135/heres-how-much-investing-1-000-in-the-2014-alibaba-ipo-would-be-worth-today,Wayne Duggan,2020-05-19 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.61315
131112,sony to convert its financial subsidiary into wholly owned unit through b tender offer,https://www.benzinga.com/fintech/20/05/16061824/sony-to-convert-its-financial-subsidiary-into-wholly-owned-unit-through-3-7b-tender-offer,Shivdeep Dhaliwal,2020-05-19 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.5
131113,morning market stats in minutes,https://www.benzinga.com/intraday-update/20/05/16055442/morning-market-stats-in-5-minutes,Benzinga Insights,2020-05-18 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.5
131114,already soaring this online retail etf has ecommerce trends in its favor,https://www.benzinga.com/trading-ideas/long-ideas/20/05/16052578/already-soaring-this-online-retail-etf-has-e-commerce-trends-in-its-favor,ETF Professor,2020-05-18 00:00:00,BABA,1,0,1,1,1,1,1,1,1,0.70095
131115,alibabas jack ma to resign from softbanks board after years,https://www.benzinga.com/news/20/05/16052603/alibabas-jack-ma-to-resign-from-softbanks-board-after-13-years,Neer Varshney,2020-05-17 00:00:00,BABA,1,1,1,1,1,1,1,1,1,0.32999999999999996
131116,ubisoft sues apple google over alibabas rainbow six ripoff,https://www.benzinga.com/news/20/05/16052003/ubisoft-sues-apple-google-over-alibabas-rainbow-six-ripoff,Charles Gross,2020-05-16 00:00:00,BABA,1,1,1,1,1,1,1,1,1,0.5
131117,q f roundup how buffett einhorn ackman and others adjusted their portfolios,https://www.benzinga.com/news/20/05/16051311/q1-13f-roundup-how-buffett-einhorn-ackman-and-others-adjusted-their-portfolios,Wayne Duggan,2020-05-16 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.5
131118,hedge fund duquesne f shows increased stakes in facebook alibaba netflix amazon google alnylman,https://www.benzinga.com/news/20/05/16046861/hedge-fund-duquesne-13f-shows-increased-stakes-in-facebook-alibaba-netflix-amazon-google-alnylman,Benzinga Newsdesk,2020-05-15 00:00:00,BABA,1,0,1,1,0,1,1,1,1,0.71075
131119,tiger global raises stake in alibaba to m shares lower stake in alphabet to k share,https://www.benzinga.com/general/hedge-funds/20/05/16045988/tiger-global-raises-stake-in-alibaba-to-4-5m-shares-lower-stake-in-alphabet-to-30-5k-share,Luke J Jacobi,2020-05-15 00:00:00,BABA,0,2,1,1,1,1,0,0,0,0.648
131120, etfs to order out with if uber buys grubhub,https://www.benzinga.com/trading-ideas/long-ideas/20/05/16017174/3-etfs-to-order-out-with-if-uber-buys-grubhuber,ETF Professor,2020-05-13 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.5
131121,jdcom plans to kickstart hong kong ipo as uslisted chinese firms increasingly look toward home,https://www.benzinga.com/news/20/05/16001578/jd-plans-to-kickstart-hong-kong-ipo-as-us-listed-chinese-firms-increasingly-look-toward-home,Shanthi Rexaline,2020-05-12 00:00:00,BABA,1,0,1,1,1,0,1,1,1,0.5
131122,alibaba chipmaking subsidiary pingtouge to emerge as major client of tsmc,https://www.benzinga.com/news/20/05/15975037/alibaba-chipmaking-subsidiary-pingtouge-to-emerge-as-major-client-of-tsmc,Charles Gross,2020-05-07 00:00:00,BABA,1,0,1,1,1,1,1,1,1,0.5
131123,ebay reported an amazing quarter but is it enough,https://www.benzinga.com/news/earnings/20/05/15935380/ebay-reported-an-amazing-quarter-but-is-it-enough,IAM Newswire,2020-05-06 00:00:00,BABA,1,0,0,1,0,0,1,1,1,0.67
131124,amazon emerges as the winner of the covid outbreak,https://www.benzinga.com/news/earnings/20/05/15945241/amazon-officially-emerges-as-the-winner-of-the-covid-19-outbreak,IAM Newswire,2020-05-06 00:00:00,BABA,1,0,1,1,1,1,1,1,1,0.83525
131125,cramer shares his thoughts on nokia intel and more,https://www.benzinga.com/media/20/05/15955525/cramer-shares-his-thoughts-on-nokia-intel-and-more,Craig Jones,2020-05-05 00:00:00,BABA,1,2,1,0,1,1,1,1,1,0.648
131126,ive been dreaming about this nvidia ceo says after b mellanox acquisition deal finally closed,https://www.benzinga.com/m-a/20/04/15891888/ive-been-dreaming-about-this-nvidia-ceo-says-after-7b-mellanox-acquisition-deal-finally-closed,Neer Varshney,2020-04-27 00:00:00,BABA,1,2,1,1,1,0,1,1,1,0.5
131127,fast money traders share their thoughts on alibaba peloton and more,https://www.benzinga.com/media/20/04/15890890/fast-money-traders-share-their-thoughts-on-alibaba-peloton-and-more,Craig Jones,2020-04-27 00:00:00,BABA,1,2,1,1,0,1,1,1,1,0.648
131128,mcdonalds starbucks subway part of chinas central digital currency pilot report,https://www.benzinga.com/markets/cryptocurrency/20/04/15872323/mcdonalds-starbucks-subway-part-of-chinas-central-digital-currency-pilot-report,Neer Varshney,2020-04-24 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.5
131129,little things count after selloff to start week a bit of light arrives with positive earnings,https://www.benzinga.com/news/earnings/20/04/15856544/little-things-count-after-selloff-to-start-week-a-bit-of-light-arrives-with-positive-earnings,JJ Kinahan,2020-04-22 00:00:00,BABA,1,0,1,1,0,1,1,1,1,0.7787
131130,cocacola ibm earnings under scrutiny as both multinationals withdraw guidance netflix later,https://www.benzinga.com/news/earnings/20/04/15848130/cocacola-ibm-earnings-under-scrutiny-as-both-multinationals-withdraw-guidance-netflix-later,JJ Kinahan,2020-04-21 00:00:00,BABA,1,1,1,1,0,0,1,1,1,0.5
131131,jerremy newsome shares the rules for his options strategy,https://www.benzinga.com/news/20/04/15832882/jerremy-newsome-shares-the-rules-for-his-options-strategy,Renato Capelj,2020-04-20 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.648
131132,alibaba plans massive cloud investment wedbush sees key turning point,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15839742/alibaba-plans-massive-cloud-investment-wedbush-sees-key-turning-point,Priya Nigam,2020-04-20 00:00:00,BABA,1,0,1,1,1,1,1,1,1,0.5
131133,genius brands shares now unaffected following premarket volatility co earlier issued press release highlighting spring premier of a new children series stan lees superhero kindergarten starring arnold schwarzenegger,https://www.benzinga.com/news/20/04/15839704/genius-brands-shares-now-unaffected-following-pre-market-volatility-co-earlier-issued-press-release,Benzinga Newsdesk,2020-04-20 00:00:00,BABA,1,1,1,1,1,1,1,1,1,0.648
131134,raymond james maintains strong buy on alibaba group holding lowers price target to ,https://www.benzinga.com/news/20/04/15828760/raymond-james-maintains-strong-buy-on-alibaba-group-holding-lowers-price-target-to-290,Benzinga_Newsdesk,2020-04-17 00:00:00,BABA,1,0,1,1,1,1,1,1,1,0.71075
131135,alibaba tesla among cramers stayathome stock ideas,https://www.benzinga.com/trading-ideas/long-ideas/20/04/15819591/alibaba-tesla-among-cramers-stay-at-home-stock-ideas,Craig Jones,2020-04-16 00:00:00,BABA,1,2,1,1,0,1,1,1,1,0.5
131136,chinese tech giants tencent baidu huawei others part of countrys national blockchain committee,https://www.benzinga.com/markets/cryptocurrency/20/04/15804018/chinese-tech-giants-tencent-baidu-huawei-others-part-of-countrys-national-blockchain-commi,Neer Varshney,2020-04-15 00:00:00,BABA,1,2,1,1,1,0,1,0,1,0.5
131137,ubs maintains buy on alibaba group holding lowers price target to ,https://www.benzinga.com/news/20/04/15788565/ubs-maintains-buy-on-alibaba-group-holding-lowers-price-target-to-265,Benzinga_Newsdesk,2020-04-13 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.436
131138, biggest price target changes for monday,https://www.benzinga.com/analyst-ratings/price-target/20/04/15787872/10-biggest-price-target-changes-for-monday,Lisa Levin,2020-04-13 00:00:00,BABA,1,2,0,1,0,0,1,1,1,0.5
131139,keybanc maintains overweight on alibaba group holding raises price target to ,https://www.benzinga.com/news/20/04/15786642/keybanc-maintains-overweight-on-alibaba-group-holding-raises-price-target-to-255,Vick Meyer,2020-04-13 00:00:00,BABA,1,0,1,1,1,1,1,1,1,0.3194
131140,alibaba shares tick lower hearing morgan stanley maintaining overweight sees milder decline in core sales in q reflecting strong recovery in mar sees wider losses in other business segments,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15778028/alibaba-shares-tick-lower-hearing-morgan-stanley-maintaining-overweight-sees-milder,Benzinga Newsdesk,2020-04-09 00:00:00,BABA,0,1,0,1,1,1,0,0,0,0.38685
131141,will fang lead the market rebound,https://www.benzinga.com/etfs/specialty-etfs/20/04/15701188/will-fang-lead-the-market-rebound,Spencer Israel,2020-04-09 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.5
131142,luckin coffee short sellers make b in profits as shares continue plummet,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15748836/luckin-coffee-short-sellers-make-1-1b-in-profits-as-shares-continue-plummet,Wayne Duggan,2020-04-06 00:00:00,BABA,0,1,0,1,0,0,0,0,0,0.81245
131143,shares of several semiconductor and large technology stocks are trading higher with the broader market on optimism that coronavirus cases in several us hotspots appear to be reaching their peak,https://www.benzinga.com/wiim/20/04/15747364/shares-of-several-semiconductor-and-large-technology-stocks-are-trading-higher-with-the-broader-mark,Luke J Jacobi,2020-04-06 00:00:00,BABA,1,0,1,1,0,1,1,1,1,0.87895
131144,shares of several retail companies are trading lower amid market weakness as macro concerns continue to grow as a result of the coronavirus pandemic,https://www.benzinga.com/wiim/20/04/15716973/shares-of-several-retail-companies-are-trading-lower-amid-market-weakness-as-macro-concerns-continue,Benzinga Newsdesk,2020-04-01 00:00:00,BABA,0,1,0,1,0,0,0,0,0,0.28925
131145,how amazon and other tech giants are helping us through coronavirus,https://www.benzinga.com/tech/20/03/15705977/how-amazon-and-other-tech-giants-are-helping-us-through-coronavirus,IAM Newswire,2020-03-31 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.7202
131146,afternoon market stats in minutes,https://www.benzinga.com/intraday-update/20/03/15708017/afternoon-market-stats-in-5-minutes,Benzinga Insights,2020-03-31 00:00:00,BABA,1,2,1,1,0,0,1,1,1,0.5
131147,keybanc maintains overweight on alibaba group holding lowers price target to ,https://www.benzinga.com/news/20/03/15670264/keybanc-maintains-overweight-on-alibaba-group-holding-lowers-price-target-to-248,Benzinga_Newsdesk,2020-03-26 00:00:00,BABA,1,0,1,1,1,1,1,1,1,0.2706
131148,shares of chinese companies are trading higher amid hopes of an economic recovery in the country following disruption caused by the coronavirus outbreak,https://www.benzinga.com/wiim/20/03/15653334/shares-of-chinese-companies-are-trading-higher-amid-hopes-of-an-economic-recovery-in-the-country-fol,Benzinga Newsdesk,2020-03-24 00:00:00,BABA,1,0,1,1,0,1,1,1,1,0.6806
131149,softbank plans to sell b in alibaba shares,https://www.benzinga.com/news/20/03/15646572/softbank-plans-to-sell-14b-in-alibaba-shares,Charles Gross,2020-03-24 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.648
131150,david tepper says theres nothing wrong with nibbling a little bit for now,https://www.benzinga.com/general/hedge-funds/20/03/15637632/david-tepper-says-theres-nothing-wrong-with-nibbling-a-little-bit-for-now,Jayson Derrick,2020-03-23 00:00:00,BABA,1,2,1,1,0,1,1,1,1,0.6862
131151,shares of several chinese companies are trading higher new coronavirus cases in china have reportedly began leveling off raising hopes of stability,https://www.benzinga.com/wiim/20/03/15616139/shares-of-several-chinese-companies-are-trading-higher-new-coronavirus-cases-in-china-have-reportedl,Benzinga Newsdesk,2020-03-20 00:00:00,BABA,1,0,1,1,1,1,1,1,1,0.8062
131152,shares of several consumer goods and consumer staples companies are trading higher as markets rebound from markets crash additionally investors speculate the coronavirus outbreak may lead to bulk spending on several staples,https://www.benzinga.com/wiim/20/03/15568324/shares-of-several-consumer-goods-and-consumer-staples-companies-are-trading-higher-as-markets-reboun,Benzinga Newsdesk,2020-03-17 00:00:00,BABA,1,0,1,1,0,1,1,1,0,0.436
131153,how feasible are drones for lastmile delivery from a regulatory perspective,https://www.benzinga.com/government/20/03/15546671/how-feasible-are-drones-for-last-mile-delivery-from-a-regulatory-perspective,FreightWaves,2020-03-13 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.5
131154,ecommerce is among the lucky ones with the tools to amortize the coronavirus blow,https://www.benzinga.com/news/earnings/20/03/15536238/e-commerce-is-among-the-lucky-ones-with-the-tools-to-amortize-the-coronavirus-blow,IAM Newswire,2020-03-12 00:00:00,BABA,1,0,1,1,1,1,1,1,1,0.70095
131155,despite volatility fang continues to prove its popularity,https://www.benzinga.com/news/20/03/15501998/despite-volatility-fang-continues-to-prove-its-popularity,Spencer Israel,2020-03-11 00:00:00,BABA,1,0,1,1,0,1,1,1,1,0.7383500000000001
131156,shares of several chinese companies are trading lower as the coronavirus continues to spread within china and around the world the virus has heavily disrupted economic activity in china and has weighed on global macro outlook,https://www.benzinga.com/wiim/20/03/15526007/shares-of-several-chinese-companies-are-trading-lower-as-the-coronavirus-continues-to-spread-within,luke@benzinga.com,2020-03-11 00:00:00,BABA,0,1,0,1,0,0,0,0,0,0.5
131157,shares of several retail companies are trading higher as markets rebound following mondays selloff us president trump on monday suggested the us is considering a payroll tax cut to relieve the negative economic effects of the coronavirus,https://www.benzinga.com/wiim/20/03/15517446/shares-of-several-retail-companies-are-trading-higher-as-markets-rebound-following-mondays-selloff-u,Benzinga Newsdesk,2020-03-10 00:00:00,BABA,1,0,1,1,0,1,0,0,0,0.3634
131158,alibaba analyst shortterm headwinds well know longterm story intact,https://www.benzinga.com/analyst-ratings/analyst-color/20/03/15508305/alibaba-analyst-short-term-headwinds-well-know-long-term-story-intact,Shanthi Rexaline,2020-03-09 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.7202
131159,shares of several chinese companies are trading lower as the coronavirus continues to spread within china and around the world the virus has heavily disrupted economic activity in china and has weighed on global macro outlook,https://www.benzinga.com/wiim/20/03/15509576/shares-of-several-chinese-companies-are-trading-lower-as-the-coronavirus-continues-to-spread-within,luke@benzinga.com,2020-03-09 00:00:00,BABA,0,1,0,1,0,0,0,0,0,0.5
131160,shares of several retail companies are trading lower movement appears market related as markets continue to dip amid the global coronavirus outbreak,https://www.benzinga.com/wiim/20/03/15498490/shares-of-several-retail-companies-are-trading-lower-movement-appears-market-related-as-markets-cont,Benzinga Newsdesk,2020-03-06 00:00:00,BABA,0,1,0,1,1,0,0,0,0,0.5
131161,coronavirus even harmful to the beauty market but ecommerce makes it all better,https://www.benzinga.com/news/earnings/20/03/15478548/coronavirus-even-harmful-to-the-beauty-market-but-e-commerce-makes-it-all-better,IAM Newswire,2020-03-04 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.86955
131162,ecommerce growth the bright spot in a weakened macroeconomy,https://www.benzinga.com/news/earnings/20/03/15478549/e-commerce-growth-the-bright-spot-in-a-weakened-macroeconomy,IAM Newswire,2020-03-04 00:00:00,BABA,1,0,1,1,0,0,1,1,1,0.74695
131163,alibabas aliexpress warns customers they may face delivery delays due to coronavirus,https://www.benzinga.com/general/20/03/15466310/alibabas-aliexpress-warns-customers-they-may-face-delivery-delays-due-to-coronavirus,luke@benzinga.com,2020-03-03 00:00:00,BABA,1,1,1,0,0,1,1,1,1,0.44865
131164,coronavirus great for inhouse entertainment,https://www.benzinga.com/news/earnings/20/02/15441050/coronavirus-great-for-in-house-entertainment,IAM Newswire,2020-02-28 00:00:00,BABA,1,2,1,1,1,1,1,1,1,0.89225
131165,shares of several chinese companies are trading lower as the global coronavirus spread continues to cause equities across sectors to selloff amid worsened economic outlook,https://www.benzinga.com/wiim/20/02/15440936/shares-of-several-chinese-companies-are-trading-lower-as-the-global-coronavirus-spread-continues-to,Benzinga Newsdesk,2020-02-28 00:00:00,BABA,0,1,0,1,0,0,0,0,0,0.2798
131166,shares of several chinese companies are trading lower as growing coronavirus fears hamper economic outlook,https://www.benzinga.com/wiim/20/02/15429222/shares-of-several-chinese-companies-are-trading-lower-as-growing-coronavirus-fears-hamper-economic-o,Benzinga Newsdesk,2020-02-27 00:00:00,BABA,0,1,0,0,0,0,0,0,0,0.3634
131167,coronavirus is not necessarily bad news for everyone,https://www.benzinga.com/news/earnings/20/02/15428507/coronavirus-is-not-necessarily-bad-news-for-everyone,IAM Newswire,2020-02-27 00:00:00,BABA,1,2,1,0,1,1,1,1,1,0.7155
